Turkey,0,0,0,0,0.01,0.01,0.01,0.02,0.03,0.05,0.07,0.11,0.19,0.32,0.65,1.21,2.14,3.88,9.46,14.6,21.8,33.34,45.86,56.56,63.6,68.12,74.5,79.13,88.66,93.45,100,108.19,116.21,123.5,132.67,143.05,154.63,171.35
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.07,0.53,5.9,9.54,11.22,13.8,17.04,22.55,28.22,35.88,42.47,45.45,51.02,55.75,89.05,97.75,100,112.86,122.19,123.6,124.43,118.01,112.3,123.45
Uganda,0.29,0.07,0.05,0.08,0.1,0.21,0.51,1.43,4.14,8.91,12.87,16.22,23.53,30.62,32.72,35.78,37.42,38.58,41.97,41.92,46.58,48.69,47.15,50.83,58.75,57.73,59.12,63.45,67.48,90.44,100,104.63,127.15,132.27,136.77,143.62,148.68,157.58
United Kingdom,30.51,34.03,36.55,38.42,40.35,42.55,44.41,46.87,49.73,53.68,57.92,61.63,63.69,65.41,66.3,73.46,76.46,77.17,78.07,78.71,80.32,81.01,82.82,84.82,86.94,89.24,91.94,94.32,96.98,98.45,100,102.01,103.61,105.58,107.39,107.88,110.01,112.17
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,1.35,6.96,11.56,13.64,15.28,19.47,23.97,26.36,27.71,29.98,34.53,43.01,49.4,60.65,77.98,88.17,100,114.2,123.1,128.44,148.87,206.75,242.19,295.74
United Arab Emirates,37.14,39.76,40.28,38.83,36.46,36.73,36.11,37.44,38.33,39,40.3,40.63,41.36,41.89,41.78,43.41,45.92,45.48,43.55,47.22,52.63,51.4,53.33,55.51,60.23,70.18,78.57,88.42,104.81,88.9,100,113.17,115.7,114.69,113.53,96,92.93,98.79
United States of America,43.84,47.93,50.91,52.92,54.8,56.55,57.69,59.16,61.23,63.61,65.97,68.16,69.72,71.38,72.9,74.42,75.77,77.07,77.91,79.1,80.9,82.74,84.01,85.69,88.04,90.88,93.67,96.16,98.05,98.79,100,102.06,103.94,105.62,107.52,108.68,110.07,112.05
Uruguay,0.02,0.03,0.03,0.05,0.08,0.13,0.23,0.4,0.7,1.23,2.53,5.09,8.12,12.01,16.69,23.54,29.77,37.95,42.65,44.49,46.07,48.29,54.38,63.38,69.79,70.26,74.85,81.9,88.47,95.32,100,109.01,118.34,127.99,139.98,152.6,163.81,170.41
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.24,1.15,2.09,3.47,4.82,6.95,10.24,14.87,21.62,27.4,31.71,38.49,47.58,57.77,73.26,85.87,100,116.57,133.95,153.08,171.37,186.92,200.71,238.78
Vanuatu,33.39,35.88,35.29,35.92,40.3,38.91,37.75,43.96,48.28,51.39,50.88,56.12,57.68,58.86,60.24,61.27,62.54,64.53,69.8,71.94,73.51,76.25,78.37,78.99,80.67,81.01,84.14,88.75,95.25,97.45,100,103.1,103.53,106.28,108.38,111.08,113.51,116.43
Venezuela,0.05,0.06,0.06,0.06,0.07,0.08,0.08,0.11,0.14,0.26,0.36,0.44,0.57,0.74,1.21,1.84,3.96,5.49,6.53,8.23,10.66,11.51,15.31,20.66,27.68,35.87,42.3,48.83,63.54,68.52,100,128.15,146.17,198.06,278.16,510.09,82.33,241.06
Vietnam,0.26,0.1,0.07,0.1,0.14,0.03,0.13,0.62,3.17,5.38,7.65,13.2,17.51,20.56,24.05,28.14,30.59,32.61,35.49,37.53,38.81,39.82,41.69,44.66,48.42,57.53,62.46,68.48,84.01,89.23,100,121.26,134.51,140.91,146.07,145.8,147.41,153.5
Yemen,4.72,4.93,5.59,6.02,5.56,4.72,3.99,3.97,4.71,5.42,5.75,6.44,7.28,8.48,10.24,14.92,20.41,23.12,21.19,28.28,34.88,35.84,38.96,43.21,49.3,58.44,66.38,73.61,88.61,80.9,100,118.11,125.07,136.59,146.38,186.42,194.72,211.19
Zambia,0.01,0.01,0.01,0.01,0.01,0.02,0.03,0.06,0.08,0.14,0.28,0.54,1.44,3.51,6.35,8.29,10.31,12.92,15.11,17.82,23.63,29.61,35.36,41.58,49.78,58.07,66.51,75.14,83.14,87.76,100,111.12,118.88,130.45,137.54,146.7,166.61,182.01
Zimbabwe,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.09,0.18,0.39,1.16,2.54,6.31,8.25,9.30,15.13,26.37,31.64,39.01,46.03,52.79,60.78,68.27,74.12,85.56,89.07,100.00,114.09,127.03,136.35,145.50,149.10,160.57,184.20
