,UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
2223,UEI-IMD-FL-1995-0066,19950719,19950719,1.0,heavy rains,,Pune,Maharastra,,,,,,,,,,i)Normal life paralysed ii)Railway services between Pune-Mumbai affected iii)Number of air flights between Pune-Mumbai cancelled/delayed,IMD,
2224,UEI-IMD-FL-1995-0067,19950723,19950723,1.0,heavy rains,,Thane,Maharastra,,,,,6,,,,6 persons including 5 women drowned in Wada taluka,,IMD,
2225,UEI-IMD-FL-1995-0068,19950801,19950801,1.0,heavy rains,,Mumbai,Maharastra,,,,,2,1,,,2 persons including 1 woman injured,i)Low lying areas submerged ii)Vehicular traffic completely disrupted iii)Local train services completely disrupted due to flooding of rilway tracks iv)Several long distance trains terminated at Karjat,IMD,
2226,UEI-IMD-FL-1995-0069,19950831,19950831,1.0,heavy rains,,Aurangabad,Maharastra,,,,,5,,,,5 persons injured,i)250 houses fully/partially damaged ii)More than 500 people shifted to safer places,IMD,
2227,UEI-IMD-FL-1995-0070,19950901,19950901,1.0,heavy rains,,"Kolhapur, Nanded and Yavatmal",Maharastra,,,,,7,2,,,"22 year old girl died and 2 other injured in a house collapse at Safala village in Palghar taluka , 6 persons died","i)Normal life paralysed ii)Vehicular traffic disrupted , Extensive damage to property reported",IMD,
2228,UEI-IMD-FL-1995-0071,19950901,19950902,2.0,heavy rains,,Mumbai and Thane,Maharastra,,,,,5,,,,5 persons including 2 children drowned,i)Low lying areas flooded ii)Normal life paralysed iii)Local train services disrupted iv)Long distance trains delayed v)The basement of General Post Office C.S. Terminus flood and 500 bundles of mail destroyed vi)Mumbai-Pune Express train/Air line services delayed,IMD,
2229,UEI-IMD-FL-1995-0072,19950917,19950917,1.0,heavy rains,,Akola,Maharastra,,,,,1,,,,1 person died at Washim village,,IMD,
2230,UEI-IMD-FL-1995-0073,19950927,19950927,1.0,heavy rains,,Pune,Maharastra,,,,,,,,,,i)Low lying areas flooded ii)Power supply suspended,IMD,
2231,UEI-IMD-FL-1995-0074,19950619,19950619,1.0,heavy rains,,Entire State,Meghalaya,,,,,12,,,,12 persons died,,IMD,
2232,UEI-IMD-FL-1995-0075,19950518,19950518,1.0,heavy rains,,Entire State,Mizoram,,,,,25,,,,25 persons died and several other missing due to landslide,400 houses razed to ground,IMD,
2233,UEI-IMD-FL-1995-0076,19950508,19950510,3.0,severe flood ,,Entire State,Odisha,,,,,8,,,,8 persons die due to house collapse,"i)Manny people rendered homeless ii)Hundreds of mud houses razed to the ground iii)In Gunjam, 200 villages inundated and thousand and thousands of people marooned iv)Road link between all southern districts disrupted due to the brwaches on National highway at Hama and Ichhapur at Bhubaneswar v)Extensive damage to crops reported",IMD,
2234,UEI-IMD-FL-1995-0077,19950514,19950516,3.0,severe flood,,"21 districts including Balasore, Boudh, Cuttack, Dhankanal, Ganjam, Jagatsinghpur, Jaipur, Kendrapara, Keonjhar,Khurda,Koraput,Nawarangpur,Nayagarh and Puri",Odisha,,,,,39,,,,39 persons died and 4 other missing,"i)Ganjam district worst affected ii)50,24 lakh people affected iii)Crops in 2.24 lakhs of hectares damaged iv)1,135 schools and public building and 77,000 private house damaged v)592 breaches occured in different rivers and canals vi)Damage to crops estimated to worth Rs. 88.39 crores",IMD,
2235,UEI-IMD-FL-1995-0078,19950718,19950723,6.0,heavy rains,,Bolangir and Koraput,Odisha,,,,,,,,,,i)90 thatched houses damaged ii)Several roads and bridges washed away disrupting road communication iii)Number of irrigation tanks breached iv)Vast areas of agricultural crops flooded,IMD,
2236,UEI-IMD-FL-1995-0079,19950802,19950802,1.0,heavy rains,,Khurda,Odisha,,,,,,,,,,A bridge over Khurda Bhogara road collapsed,IMD,
2237,UEI-IMD-FL-1995-0080,19950808,19950810,3.0,severe flood,,Keonjhar,Odisha,,,,,,,,,,"i)104 villages under 12 Gram Panchayat in 3 blocks of Anandpur affected ii)Extensive damage to crop reported iii)Embankment of river Baitarain breached at Samna, Habakswar, Agira, Salabani and Jamdhira",IMD,
2238,UEI-IMD-FL-1995-0081,19950815,19950816,2.0,severe flood,,Bhadrak,Odisha,,,,,,,,,,"i)2.5 lakh people in 4 blocks affected ii)Thousands of hectares of cropland inundated iii)3,000 houses in187 villages collased iv)Crop in 18,000 hectares of area damaged v)10 wooden bridges washed away vi)20 irrigation tanks breached",IMD,
2239,UEI-IMD-FL-1995-0082,19950816,19950817,2.0,severe floods,,Jajpur,Odisha,,,,,,,,,,"i)200 villages affected ii)50,000 hectares of Agrivultural land inundated",IMD,
2240,UEI-IMD-FL-1995-0083,19951007,19951010,4.0,heavy rains,,Cuttack,Odisha,,,,,,,,,,i)Low lying areas submerged ii)Extensive damage to Rabi crop reported iii)Several thatched houses razed to ground,IMD,
2241,UEI-IMD-FL-1995-0084,19951007,19951011,5.0,heavy rains,,Kendrapara,Odisha,,,,,,,,,,i)Many lying areas inundated ii)Rainwater entered in many houses,IMD,
2242,UEI-IMD-FL-1995-0085,19951008,19951014,7.0,heavy rains,,Gajapati,Odisha,,,,,,,,,,i)Low lying areas inundated ii)Cropland submerged,IMD,
2243,UEI-IMD-FL-1995-0086,19951008,19951017,10.0,heavy rains,,Ganjam,Odisha,,,,,,,,,,"i)Paddy crop in 786 hectares of cropland submerged ii)More than 1,000 mud houses collapsed iii)The crop in 395 hectares of area damaged",IMD,
2244,UEI-IMD-FL-1995-0087,19950806,19950807,2.0,heavy rains,,Amritsar,Punjab,,,,,10,,,,10 persons died,,IMD,
2245,UEI-IMD-FL-1995-0088,19950808,19950808,1.0,heavy rains,,Firozepur,Punjab,,,,,2,,,,2 persons died,,IMD,
2246,UEI-IMD-FL-1995-0089,19950810,19950810,1.0,heavy rains,,Faridkot,Punjab,,,,,1,1,,,1 child died and a  woman injured due to house collapsed,,IMD,
2247,UEI-IMD-FL-1995-0090,19950812,19950812,1.0,heavy rains,,Firozepur,Punjab,,,,,1,,,,1 person died due to wall collapsed,,IMD,
2248,UEI-IMD-FL-1995-0091,19950818,19950818,1.0,heavy rains,,Muktsar,Punjab,,,,,,,,,,i)Cotton worth Rs. 200 crore destroyed ii)Several villages flooded,IMD,
2249,UEI-IMD-FL-1995-0092,19950822,19950822,1.0,heavy rains,,Firozepur,Punjab,,,,,1,,,,1 person died in village Khose,,IMD,
2250,UEI-IMD-FL-1995-0093,19950830,19950831,2.0,heavy rains,,Firozepur and Gurdaspur,Punjab,,,,,5,,,,5 persons died,,IMD,
2251,UEI-IMD-FL-1995-0094,19950905,19950905,1.0,heavy rains,,Jalandhar,Punjab,,,,,3,,,,3 persons died,i)Normal life completely paralysed ii)Thousands of families,IMD,
2252,UEI-IMD-FL-1995-0095,19950909,19950909,1.0,heavy rains,,"Amritsar, Firozepur and Kapurthala",Punjab,,,,,7,,,,7 persons died,i)Large number of villages marooned ii)Extensive damage to property and crop reported,IMD,
2253,UEI-IMD-FL-1995-0096,19950912,19950913,2.0,flash flood,,"Faridkot, Gurdaspur and Kapurthala",Punjab,,,,,20,,,,20 persons died,"i)688 villages affected ii)In Faridkot district 455 villages affected, crop worth Rs. 170 crore dmaged and property worth Rs. 250 crore lost iii)Fencing wall on the Indo-Pak border damaged at many places",IMD,
2254,UEI-IMD-FL-1995-0097,19950710,19950710,1.0,heavy rains,,Kota,Rajasthan,,,,,,1,,,1 child drowned,,IMD,
2255,UEI-IMD-FL-1995-0098,19950715,19950715,1.0,heavy rains,,Alwar,Rajasthan,,,,,5,13,,,5 children died and 13 injured due to house collapse,,IMD,
2256,UEI-IMD-FL-1995-0099,19950716,19950716,1.0,heavy rains,,Barmer ,Rajasthan,,,,,22,,,,22 persons died when a bus overturned in a overflowing nallah,,IMD,
2257,UEI-IMD-FL-1995-0100,19950718,19950718,1.0,heavy rains,,"Ajmer,Alwar, Banswara",Rajasthan,,,,,14,,,,"11 persons died when a bus overtured in a overflowing nallah , 3 persons drowned in a overflowing nallah",,IMD,
2258,UEI-IMD-FL-1995-0101,19950719,19950719,1.0,heavy rains,,"Chittorgarh, Jodhpur, Nagaur, Sikar and Udaipur",Rajasthan,,,,,5,,,,5 persons died,23 houses collapsed in Jodhpur,IMD,
2259,UEI-IMD-FL-1995-0102,19950720,19950720,1.0,heavy rains,,Barmer ,Rajasthan,,,,,,3,,,3 persons drowned in Kunji river,,IMD,
2260,UEI-IMD-FL-1995-0103,19950728,19950728,1.0,heavy rains,,Jalore,Rajasthan,,,,,,2,,,2 persons drowned in a overflowing nullah,,IMD,
2261,UEI-IMD-FL-1995-0104,19950801,19950807,7.0,heavy rains,,"Bharatpur, Jaipur and Sawai Madhopur",Rajasthan,,,,,,,,,,i)Hundreds of villages inundated ii)Rail and road traffic disrupted,IMD,
2262,UEI-IMD-FL-1995-0105,19950806,19950806,1.0,heavy rains,,Ajmer,Rajasthan,,,,,,4,,,4 persons drowned,,IMD,
2263,UEI-IMD-FL-1995-0106,19950809,19950813,5.0,severe flood,,"Alwar, Bharatpur and Nagaur",Rajasthan,,,,,10,,,,10 persons died,i)150 villages affected ii)Extensive damage to crops reported,IMD,
2264,UEI-IMD-FL-1995-0107,19950819,19950819,1.0,heavy rains,,Jaipur,Rajasthan,,,,,5,3,,,5 persons including one woman died and 3 others injured due to landslide near Aravali hills,,IMD,
2265,UEI-IMD-FL-1995-0108,19950820,19950821,2.0,heavy rains,,Bhilwara and Kota,Rajasthan,,,,,9,,,,9 persons died,200 yards of railway line washed away,IMD,
2266,UEI-IMD-FL-1995-0109,19950828,19950830,3.0,heavy rains,,Alwar and Jaipur,Rajasthan,,,,,4,,,,4 persons died,Extensive damaged to property and crop reported,IMD,
2267,UEI-IMD-FL-1995-0110,19950904,19950905,2.0,heavy rains,,Ajmer and Alwar,Rajasthan,,,,,10,,,,10 persosn died,i)Twelve villages in Alwar district marooned ii)7 dams breached,IMD,
2268,UEI-IMD-FL-1995-0111,19950908,19950908,1.0,heavy rains,,Bharatpur,Rajasthan,,,,,1,,,,1 person died,1 dam breached,IMD,
2269,UEI-IMD-FL-1995-0112,19950910,19950910,1.0,heavy rains,,Jodhpur,Rajasthan,,,,,,,,,,12 houses damaged,IMD,
2270,UEI-IMD-FL-1995-0113,19950906,19950906,1.0,heavy rains,,Gangatok,Sikkim,,,,,24,,,,24 persons died,2 houses completely and 6 wooden houses partially damaged at Decrate Bazar,IMD,
2271,UEI-IMD-FL-1995-0114,19950506,19950506,1.0,heavy rains,,Kanniyakumari,Tamil Nadu,,,,,12,,,,12 persons died,i)Low lying areas flooded ii)Train services disrupted iii)Power services disrupted,IMD,
2272,UEI-IMD-FL-1995-0115,19950907,19950911,5.0,heavy rains,,Kancheepuram,Tamil Nadu,,,,,,,,,,i)Several trees uprooted ii)Vehicular traffic disrupted,IMD,
2273,UEI-IMD-FL-1995-0116,19951102,19951108,7.0,heavy rains,,Nagapattinam and Thanjavur,Tamil Nadu,,,,,14,,,,14 persons died,"i)Many low lying areas flooded ii)Samba crop in 4,500 hectares of land damaged iii)Vehicular traffic completely disrupted",IMD,
2274,UEI-IMD-FL-1995-0117,19950608,19950608,1.0,heavy rains,,Entire State,Tripura,,,,,1,,,,1 person died,i)Several houses damaged ii)Extensive damaged to crop reported,IMD,
2275,UEI-IMD-FL-1995-0118,19950618,19950618,1.0,heavy rains,,Entire State,Tripura,,,,,1,,,,1 person died,Extensive damage to crop,IMD,
2276,UEI-IMD-FL-1995-0119,19950605,19950605,1.0,flash flood,,Entire State,Tripura,,,,,1,,,,1 person died,Extensive dmaged to houses and crops reported,IMD,
2277,UEI-IMD-FL-1995-0120,19950814,19950814,1.0,heavy rains,,Chamoli and Nainital,Uttar Pradesh,,,,,10,3,,,10 persons died and 3 other injured,Large number of houses washed away,IMD,
2278,UEI-IMD-FL-1995-0121,19950829,19950829,1.0,heavy rains,,"Meerut, Muzaffarnagar and Saharanpur",Uttar Pradesh,,,,,5,20,,,5 persons including 4 children died and 20 seriously injured in house collapse,i)Several kutcha houses collapsed ii)Muzaffarnagar-Rishikesh highway blocked due to flooding,IMD,
2279,UEI-IMD-FL-1995-0122,19950831,19950831,1.0,heavy rains,,Agra,Uttar Pradesh,,,,,,11,,,11 persons including 3 women drowned when their boat capsized in Yamuna river,,IMD,
2280,UEI-IMD-FL-1995-0123,19950822,19950914,24.0,severe flood,,Entire State,Uttar Pradesh,,,,,199,,,,199 persons died,"i)Ballia, Kheri, Philibhit, Mathura and Gazipur worst affected districts ii)5,000 villages of 25 lakh population affected",IMD,
2281,UEI-IMD-FL-1995-0124,19950903,19950903,1.0,heavy rains,,Meerut,Uttar Pradesh,,,,,40,,,,About 40 people feared died,One 5 storeyed hotel (Shere Punjab razed to ground,IMD,
2282,UEI-IMD-FL-1995-0125,19950909,19950909,1.0,heavy rains,,Hardoi,Uttar Pradesh,,,,,3,,,,3 children died due to wall collapsed,,IMD,
2283,UEI-IMD-FL-1995-0126,19950919,19950919,1.0,heavy rains,,Varanasi,Uttar Pradesh,,,,,14,,,,14 people died,Several trains cancelled due to flooding of railway lines,IMD,
2284,UEI-IMD-FL-1995-0127,19950511,19950513,3.0,flash flood,,Medinipur,West Bengal,,,,,,,,,,i)Vast areas of 13 coastal blocks and 2 municipal areas flooded ii)156 mud houses collapsed iii)160 families rendered homeless,IMD,
2285,UEI-IMD-FL-1995-0128,19950514,19950515,2.0,heavy rains,,South 24 Parganas,West Bengal,,,,,,,,,,"i)9 blocks in Sundarban and Sagar area affected ii)60,000 people rendered homeless iii)20,000 houses damaged",IMD,
2286,UEI-IMD-FL-1995-0129,19950514,19950516,3.0,flash flood,,North 24 Parganas,West Bengal,,,,,,,,,,"i)15,000 families in Hingalganj, Sedeshkhali, Raimangal and Hasnabad marooned ii)1,000 people rendered homeless",IMD,
2287,UEI-IMD-FL-1995-0130,19950516,19950516,1.0,heavy rains,,Kolkata,West Bengal,,,,,1,20,,,1 person died and 20 other injured when a part of the overbridge No. 4 in Pakcircus area collapse,,IMD,
2288,UEI-IMD-FL-1995-0131,19950615,19950615,1.0,heavy rains,,"Cooch Behar, Jalpaiguri",West Bengal,,,,,,,,,,"i)About 1 lakh people affected ii)12,000 people shifted to safer places",IMD,
2289,UEI-IMD-FL-1995-0132,19950620,19950620,1.0,heavy rains,,Kolkata and neighbourhood,West Bengal,,,,,,,,,,"i)Low lying areas of South and North Kolkata flooded ii)6,000 telephone line became unserviceable iii)Tram services suspended iv)Train services from Sealdah-Howrah suspended",IMD,
2290,UEI-IMD-FL-1995-0133,19950625,19950625,1.0,heavy rains,,Kolkata,West Bengal,,,,,,,,,,i)Low lying areas of South and Central Kolkata water lodged ii)Tram services disrupted,IMD,
2291,UEI-IMD-FL-1995-0134,19950629,19950629,1.0,heavy rains,,Medinapur,West Bengal,,,,,5,1,,,i)4 girls and a boy died due to collapsed of a mud house ii)1 person injured at Jayaldanga village under Jhargram Police Station,,IMD,
2292,UEI-IMD-FL-1995-0135,19950705,19950705,1.0,heavy rains,,Nadia,West Bengal,,,,,,1,,,1 person injured due to house collapsed,"i)Many low lying areas of Krishnanagar,Santipur and Ranaghat flooded ii)Power supply completely disrupted iii)Train/bus services suspended",IMD,
2293,UEI-IMD-FL-1995-0136,19950705,19950711,7.0,heavy rains,,"Cooch Behar, Darjeeling and Jalpaiguri",West Bengal,,,,,,,,,,i)Hundreds of families rendered homeless ii)Cooch Behar and Jalpaiguri completely cut off from the rest of the country as the road/railway communication suspended,IMD,
2294,UEI-IMD-FL-1995-0137,19950710,19950710,1.0,heavy rains,,Dakshin Dinajpur,West Bengal,,,,,,,,,,"About 11,000 people at Haldarpara, Aiotri colony and A.K. Gopalan colony of Balurghat city rendered homeless",IMD,
2295,UEI-IMD-FL-1995-0138,19950716,19950716,1.0,heavy rains,,Kolkata,West Bengal,,,,,,,,,,i)Low lying areas of South and Central Kolkata flooded ii)Tram/bus services in South Kolkata suspended,IMD,
2296,UEI-IMD-FL-1995-0139,19950803,19950803,1.0,heavy rains,,Kolkata and neighbourhood,West Bengal,,,,,1,,,,1 person died due to house collapsed,i)Normal life paralysed ii)Vehicular traffic worst hit iii)Train services on different sections of Sealdah and Howrah suspended,IMD,
2297,UEI-IMD-FL-1995-0140,19950812,19950812,1.0,heavy rains,,Dakshin Dinajpur,West Bengal,,,,,,,,,,i)Several mud houses collapsed ii)Large number of people shifted to safer places,IMD,
2298,UEI-IMD-FL-1995-0141,19950821,19950821,1.0,heavy rains,,Medinipur,West Bengal,,,,,2,,,,1 woman and her 2 years old son died due to house collapsed,,IMD,
2299,UEI-IMD-FL-1995-0142,19950903,19950903,1.0,heavy rains,,South 24 Parganas,West Bengal,,,,,3,,,,3 persons injured at Mandirghat area under Kakdip Police Station,,IMD,
2300,UEI-IMD-FL-1995-0143,19950904,19950904,1.0,heavy rains,,Medinipur,West Bengal,,,,,2,,,,2 persons missing,3 fishing trawlers carrying 24 fishermen capsized at Digha,IMD,
2301,UEI-IMD-FL-1995-0144,19950905,19950905,1.0,heavy rains,,"Birbhum, Kolkata",West Bengal,,,,,,,,,,"1 boat carrying 30 persons capsized, i)Two houses partly collapsed ii)Vehicular traffic disrupted iii)Subarban train services disrupted iv)Circular railway services suspended v)Many long distance trains delayed",IMD,
2302,UEI-IMD-FL-1995-0145,19950910,19950910,1.0,flash flood,,Medinapur,West Bengal,,,,,3,,,,3 persons died,"i)3,75,000 people affected ii)12,000 houses damaged iii)Embankmentof a river at Toplarkhal in Panskara breached iv)National highway No.6 washed away causing Ghatal subdivision completely cut off from rest of the district",IMD,
2303,UEI-IMD-FL-1995-0146,19950912,19950913,2.0,heavy rains,,Malda,West Bengal,,,,,,,,,,i)Several houses swept away ii)Many single storeyed pucca buildings damaged,IMD,
2304,UEI-IMD-FL-1995-0147,19950916,19950916,1.0,heavy rains,,"Kolkata, Malda",West Bengal,,,,,4,3,,,"1 person injured due to house collapse, 4 children died and 2 others injured due to house collapse at Padmahar village under Gajol Police Station",i)Many low lying areas flooded ii)Train services on circular railway disrupted,IMD,
2305,UEI-IMD-FL-1995-0148,19950917,19950918,2.0,heavy rains,,South 24 Parganas,West Bengal,,,,,2,,,,2 persons missing,Three fishing trawlers capsized,IMD,
2306,UEI-IMD-FL-1995-0149,19950926,19950926,1.0,heavy rains,,"Kolkata, Howrah, Medinipur and South 24 Parganas",West Bengal,,,,,1,2,,,1 girl died and 2 other injured,"i)Low lying areas flooded ii)Vehicular traffic and tram services completely disrupted , i)1,100 houses damaged in Medinapur ii)Hundreds of houses collapsed at Akhayanagar colony in Kakdipara in South 24 Parganas iii)2 houses collapsed at Bally and Shibpur area in Howrah",IMD,
2307,UEI-IMD-FL-1995-0150,19950926,19950929,4.0,heavy rains,,Uttar and Dakshin Dinajpur,West Bengal,,,,,18,,,,18 persons died,600 houses damaged,IMD,
2308,UEI-IMD-FL-1995-0151,19950927,19950927,1.0,heavy rains,,"Hooghly, Purulia",West Bengal,,,,,2,1,,,2 persons died and 1 injured due to wall collapse at Jagla village,i)1 lakh people in 200 villages in Khanakul area marooned ii)Several mud houses collapsed,IMD,
2309,UEI-IMD-FL-1995-0152,19950927,19950928,2.0,heavy rains,,"Birbhum, Malda",West Bengal,,,,,9,1,,,"1 person drowned at Tilpara , 9 persons died in house collaps","301 families were shifted to safer places at Raninagar and Makrampur, 70,000 people affeced",IMD,
2310,UEI-IMD-FL-1995-0153,19951008,19951008,1.0,heavy rains,,Howrah,West Bengal,,,,,,,,,,i)Low lying areas flooded ii)Normal life paralysed iii)Train and bus services dirupted,IMD,
2311,UEI-IMD-FL-1995-0154,19951008,19951009,2.0,heavy rains,,Medinipur,West Bengal,,,,,,,,,,i)60 huts damaged at Purba Mukundpur in Digha ii)Debra and Ghatal submerged under waist deep water,IMD,
2312,UEI-IMD-FL-1995-0155,19951109,19951109,1.0,heavy rains,,Kolkata hooghly,West Bengal,,,,,1,2,,,1 person died and 2 others injured due to house cllapse,i)Normal life completely paralysed ii)Different parts of Northa Kolkata submerged iii)City traffic collapsed as major through faces remained under several feed of water iv)Metro railway services badly damaged,IMD,
2313,UEI-IMD-FL-1995-0156,19951110,19951110,1.0,heavy rains,,Kolkata,West Bengal,,,,,2,,,,1 woman and a child died,,IMD,
2314,UEI-IMD-FL-1995-0157,19950803,19950803,1.0,heavy rains,,Chandigarh,Punjab,,,,,,,,,,Water/electricity/communication system disrupted,IMD,
2315,UEI-IMD-FL-1995-0158,19950904,19950904,1.0,heavy rains,,Delhi,Delhi,,,,,,,,,,i)Several houses submerged ii)Several trains either cancelled or delayed,IMD,
2316,UEI-IMD-FL-1995-0159,19950906,19950907,2.0,heavy rains,,Delhi,Delhi,,,,,2,,,,1 woman and a child died,i)Low lying areas in Northwest Delhi flooded ii)Large number of people shifted to safer place,IMD,
2317,UEI-IMD-FL-1995-0160,19950909,19950909,1.0,heavy rains,,Delhi,Delhi,,,,,1,,,,1 labour died due to falling of roof of three storeyed factory,,IMD,
2318,UEI-IMD-FL-1996-0001,19960801,19960831,31.0,severe flood,,"Adilabad, East Godavari, Guntur, Hyderabad, Krishna, Medak, Nalgondam Nizamabad, Visakhapatnam and Vizianagaram",Andhra Pradesh,,,,,68,,,,68 persons died,Total estimated loss of Rs. 110 crores reported,IMD,
2319,UEI-IMD-FL-1996-0002,19960901,19960930,30.0,severe flood,,"Anantapur, Cuddapah, Hyderabad and Kurnool",Andhra Pradesh,,,,,33,,,,33 persons died,Loss pf public property worth Rs. 50 crores reported,IMD,
2320,UEI-IMD-FL-1996-0003,19961001,19961003,3.0,severe flood,,"Adilabad, Anantpur, Cuddapah, East Godavari, Guntur, Kurnool, Medak, Mehbubnagar, Nellore,Nizamabad, Prakasam, Visakhapatnam and Vizianagaram",Andhra Pradesh,,,,,61,,,154,i)61 persons died ii)154 cattleheads perished,"i)4,48,974 hectares of crop area affected ii)4,207 houses fully and 13,851 houses partially damaged iii)2,318 bridge/culvert damaged iv)2,114 irrigation channels breached v)Total loss estimated to worth Rs. 262.53 crores",IMD,
2321,UEI-IMD-FL-1996-0004,19961017,19961021,5.0,severe flood,,"Anantapur, Chittoor, Cuddapath, east Godavari, Guntur, Krishna, Kurnool, Nellore, Prakasam, Visakhapatnam and West Godavari",Andhra Pradesh,,,,,338,,,"45,059","i)338 persons died of whih 259 from Prakasam district alone ii)45,059 cattleheads perished","i)11,27,673 hectares of cropped area affected ii)9,819 houses fully and 21,072 houses partially damaged iii)3,547 bridges/culverts/roads damaged iv)3,722 irrigation cannel breached/tank damaged v)Total loss estimated to worth Rs. 843.27 crores",IMD,
2322,UEI-IMD-FL-1996-0005,19960514,19960514,1.0,heavy rains,,Lohit and Papum-Pare,Arunachal Pradesh,,,,,,,,,,i)Road communication in Itanagar affected due to landslides on national highway No. 52 (A) ii)Several houses damaged iii)Road communication disrupted in Teju,IMD,
2323,UEI-IMD-FL-1996-0006,19960628,19960712,15.0,severe flood,,"Dibang valley, East Kameng, Lohit, East Siang, Upper Subansiri, Tawang and West Kameng",Arunachal Pradesh,,,,,,,,,,Road communication in 9 districts with the Headquaters disrupted due to landslides,IMD,
2324,UEI-IMD-FL-1996-0007,19960716,19960716,1.0,flash flood,,Lohit,Arunachal Pradesh,,,,,,,,,,"i)Vast area inundated ii)About 40,000 people rendered homeless",IMD,
2325,UEI-IMD-FL-1996-0008,19960512,19960512,1.0,flash flood,,Nalbari ,Assam,,,,,,,,,,i)Low lying areas inundated due to breached of a portion of the embankment of river Marapagladia ii)Standing crops damaged,IMD,
2326,UEI-IMD-FL-1996-0009,19960513,19960514,2.0,flash flood,,Lakhimpur,Assam,,,,,,,,,,i)About 90 villages inundated ii)12 houses washed away iii)Damaged to standing crop reported,IMD,
2327,UEI-IMD-FL-1996-0010,19960515,19960529,15.0,severe flood,,Dhemaji,Assam,,,,,,,,,,i)111 villages submeged ii)Standing crops in 19530 Bighas damaged iii)5804 families affected,IMD,
2328,UEI-IMD-FL-1996-0011,19960516,19960516,1.0,flash flood,,Lakhimpur,Assam,,,,,,,,,,i)Revenue circle low lying areas inundated in Narayanpur ii)Standing crop damaged,IMD,
2329,UEI-IMD-FL-1996-0012,19960521,19960521,1.0,flash flood,,Kamrup ,Assam,,,,,,,,,,i)Low lying areas inundated in Bansharmouza ii)Standing crops damaged,IMD,
2330,UEI-IMD-FL-1996-0013,19960522,19960522,1.0,flash flood,,Lakhimpur,Assam,,,,,,,,,,"i)Complete area of Bodati, Jamuguri, Kenduguri, Raidongia and Dhalpur inundated ii)Standing crops damaged",IMD,
2331,UEI-IMD-FL-1996-0014,19960608,19960608,1.0,flash flood,,Dhemaji,Assam,,,,,,,,,,About 12 villages in western part of thee district inundated ii)Standing crops damaged,IMD,
2332,UEI-IMD-FL-1996-0015,19960727,19960731,5.0,severe flood,,"Barpeta, Bongaingaon, Darrang, Dhemaji, Dhubri, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Kokrajarh, Morigaon, Nagaon, Nalbari, North Lakhimpur, Sibsagar, Sonitpur and Tinsukia",Assam,,,,,27,,,,27 persons died,"i)26,63 639 people in 3788 villages of 18 district inundated ii)5,63,661 hectares of area flooded iii)1.98,055 hecrarea of crop land submerged iv)Road communication disrupted v)Many houses damaged",IMD,
2333,UEI-IMD-FL-1996-0016,19960812,19960903,23.0,severe flood,,"Cachar, Darrang, Dhemaji, Golaghat, Jrhat, kamrup, Karimganj, Nagaon, Sibsagar and Sonitpur",Assam,,,,,7,,,,7 persons died in Dhemaji,i)95 villages affected ii)Large area of crop land inundated damaging standing crop iii)One railway bridge washed away disrupting railway services,IMD,
2334,UEI-IMD-FL-1996-0017,19961029,19961029,1.0,heavy rains,,Guwahati,Assam,,,,,,,,,,i)Normal life paralysed ii)Large number of trees uprooted disrupting vehicular/electric services,IMD,
2335,UEI-IMD-FL-1996-0018,19960116,19960116,1.0,heavy rains,,Begusarai,Bihar,,,,,,,,,,5 lakh acres of crop damaged,IMD,
2336,UEI-IMD-FL-1996-0019,19960719,19960720,2.0,severe flood,,Darbhanga and Madhubani,Bihar,,,,,,,,,,i)Train services came to a standstill in north Bihar ii)Road links in rural areas cut off iii)Railway line between Darbhanga-Raxaul metregauge section daaged iv)Rail services between Dhodhradiha and Nirmali sections disrupted due to flooding of railway track v)Road link between Forbesganj and MAdhubani cut off,IMD,
2337,UEI-IMD-FL-1996-0020,19960701,19960731,31.0,severe flood,,Entire State,Bihar,,,,,25,,,,25 persons died,i)In all 18 districts affected ii)Standing crops in 1.28 lakh hectares worth Rs. 407.17 lakh damaged iii)More than 30 lakh people affected,IMD,
2338,UEI-IMD-FL-1996-0021,19960801,19960807,7.0,severe flood,,"Araria, Madhubani, Saharsa and Sitamarhi",Bihar,,,,,51,,,,51 persons died,,IMD,
2339,UEI-IMD-FL-1996-0022,19960619,19960620,2.0,heavy rains,,South Goa,Goa,,,,,,,,,,"i)Many trees uprooted in Agond, Khotigaon, Karmalghat ii)Electric supply/vehicular traffic disrupted iii)Roads in Mudgaon city waterlogged iv)Agricultural crops affected",IMD,
2340,UEI-IMD-FL-1996-0023,19960726,19960727,2.0,severe flood,,Bharuch and Vadodara,Gujarat,,,,,4,,,,4 persons injured due to house collapsed,i)25 villages affected ii)2000 persons shifted to safer places iii)No. of trees uprooted disrupting vehicular traffic,IMD,
2341,UEI-IMD-FL-1996-0024,19960321,19960322,2.0,heavy rains,,Entire State,Haryana,,,,,,,,,,Crop in several villages affected,IMD,
2342,UEI-IMD-FL-1996-0025,19960626,19960627,2.0,flash flood,,Faridabad and Gurgaon,Haryana,,,,,7,,,,7 persons died,i)83 villages affected ii)National security guards and army deployed for rescue and relief operations,IMD,
